title,current_price,former_price,all_items_solds,brand_category,all_seller_info
"New listingClearance: Lenovo IP Slim 3 Chrome 14M868 14"" (128GB eMMC, MediaTek Kompanio 520",£129.50,,,Good - Refurbished,top-seller-2015 (207) 100%
"Fast Dell HP Lenovo Laptop 14.1"" Core i5 6th Gen 8GB Ram 240GB SSD Win 11 Wi-Fi",£39.00,,,Excellent - Refurbished,"birmingham-av (11,761) 98.8%"
"CHEAP Dell Latitude 3190 11.6"" Laptop - Windows 11 Pro | Quad Core - GRADED",£159.00,,,Brand new,"ukcr-it-sales (4,431) 100%"
"Dell Chromebook 3100 11.6"" Celeron N4020 4GB 16GB USB-C Port Black A Grade",£69.99,,,Good - Refurbished,"cosmac (14,215) 98.9%"
Dell Latitude 7280 Laptop - 6th Gen i5 8GB RAM 256GB M.2 SSD Windows 11 Pro PSU,£85.00,,,Good - Refurbished,"electrotek-solutions-ltd (1,294) 99.6%"
"Dell Latitude 5491 Laptop, 14"" Core i5 8th Gen, 8GB RAM, 256GB SSD, Windows 11",£330.00,,,Very Good - Refurbished,"blackmoreit (105,923) 100%"
Microsoft Surface Pro 7 Core i7-1065G7 16GB Ram 256GB SSD Windows 11 Pro Tablet,£110.00,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
10'' Laptop Windows 11 Notebook 8GB+128GB Intel Celeron Quad-Core with Bag Mouse,£144.99,,,Pre-owned,"nbddirectuk (1,889) 99.7%"
New listingHP Laptop Core i5-7200U 2.70GHz 4GB Ram 1TB SATA 64bit  15.6’ Screen Windows 10,£229.99to£514.99,,,Good - Refurbished,"pic-nic83 (7,984) 99.8%"
cheap laptops for sale,£189.99,,,Brand new,surinderk2005 (767) 100%
HP EliteBook 820 G3 Touch Screen Laptop 16GB RAM 256GB SSD Windows 11 Pro USB-C,£244.99to£459.99,,,Pre-owned,"birmingham-av (11,761) 98.8%"
New listingHP ProBook 450 G5 Core i5-8250U 1.6GHz 8Gb RAM 240Gb SSD 15.6in Win10 - Grade CM,£89.99,,,Pre-owned,"pre-loved-tech (6,029) 99.5%"
"HP probook 430 g2 13.3"" Laptop 1.70 Ghz Intel Core i5-4210U 8GB 128GB SSD, NO OS",£234.99,,,Pre-owned,"hainault_treasures (14,785) 99.8%"
"New listingLaptop Dell Inspiron 5759 i5 17'', 16 GB Ram, 256 GB SSD, W 11 Pro",£379.00,,,Good - Refurbished,ioanosim-0 (92) 100%
WIN 11 EASY UPGRADE FOR OLDER PC/LAPTOPS ON A NEW USB STICK,£249.99,,,Pre-owned,"qcrs.online (4,017) 99.7%"
"New listingHP EliteBook 840 G5 Win 11 PRO Laptop FHD 13.3"" i5-8th Gen 16GB RAM 256GB SSD",£175.00to£270.00,,,Pre-owned,"think_tech_it (1,266) 100%"
SUPER FAST LINUX MINT LAPTOP INTEL CORE I5 16GB RAM 1TB HDD SSD WEBCAM WARRANTY,£368.99,,,Brand new,"gadgetsxpress7 (4,510) 99.5%"
"HP 250 G7 Intel Core i5 8265u, 1.6GHz, 15.6-inch Windows 11 Pro",£139.99,,,Pre-owned,useditequipments (192) 100%
"Dell Latitude 7490 Laptop: Core i7 8th Gen, 32GB RAM, 512GB SSD With Window 11",£69.95,,,Good - Refurbished,technologyfair (236) 92.9%
"Panasonic Toughbook CF-20 Tablet, WUXGA Touchscreen, i5-7Y57, 8GB, 256GB SSD,4G",£59.00,,,Pre-owned,"the-tech-saver (8,544) 100%"
"New listingHP Pavilion g6 15.6"" Laptop AMD E2-3000M,8GB Ram,120GB SSD, Windows 10 Pro",£94.99,,,Pre-owned,aam.1908 (7) 100%
CHEAP FAST Top Brand Windows 10/11 Laptop i3/i5 16GB Ram 256GB SSD/ 1TB HDD WIFI,£164.99,,,Good - Refurbished,"birmingham-av (11,761) 98.8%"
"HP Elitebook 840 G5 14"" Laptop Intel Core i7-8550U 8GB RAM 240GB SSD AZERTY KB",£379.99to£454.99,,,Pre-owned,2econdchance-1 (870) 98.8%
Dell Chromebook 3180 11.6 Inch Intel Celeron N3060 16GB eMMC Laptop,£220.00,,,Good - Refurbished,orioncomputersuk (689) 99.6%
"New listingLenovo IdeaPad Slim 3 Laptop 15.6"" Core i3 8GB RAM 128GB SSD Grey 82XB0093UK",£99.00,,,Pre-owned,"outlet-returns.shop (18,018) 98.2%"
Dell Latitude 7490 Touchscreen i5-8250U up to 64GB Ram up to 2TB SSD FHD Laptop,£70.00,,,Excellent - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
New listingHP 14 bp056sa Laptop for Spares,£149.99,,,Excellent - Refurbished,kormasteveo (553) 100%
"New listingLenovo Thinkpad X240, i5-4300u, 1.90ghz, 8gb RAM  12.5"". No HDD/SSD, No OS",£109.95,,,Very Good - Refurbished,arnold166464 (611) 98.7%
Fast Cheap Intel Core i5 8th Gen Laptop With Windows 11 8GB RAM 256GB SSD Wifi,£49.99,,,Parts only,"giga-technology (5,361) 97.3%"
New listingDell Latitude 5430 14’’ Laptop Core i7-1265U 16GB RAM 256GB SSD Warranty 07/2025,£100.00,,,Parts only,"clinchit (6,341) 99.6%"
SGIN 17.3 Inch Laptop 8GB DDR4 512GB SSD Laptop Notebook with Mini HDMI Type-C,£14.99,,,Pre-owned,sgin-official-store-uk (384) 99%
"New listingCLEARANCE: Lenovo IP Slim 3 Chrome 14M868 14"" (128GB eMMC, MediaTek Kompanio 520",£149.99,,,Pre-owned,top-seller-2015 (207) 100%
"DELL LATITUDE E7450 CORE I5 128GB SSD 8GB RAM WINDOWS 11 WIFI 14"" HD WEBCAM",£119.99to£229.99,,,Brand new,"ecolaptop (14,184) 99.5%"
ACER TRAVELMATE P LAPTOP - CORE i5-10310U @ 1.7ghz - 10TH GEN VPRO  - (R11-983w),£153.99,,,Brand new,"stort-tech (37,576) 99.3%"
HP Laptop 15s-fq1xxx i5 Windows 11 Home With Charger,£265.00,,,Very Good - Refurbished,"rayhar (1,849) 99.1%"
New listingAcer Aspire Es1-520 Laptop Spares/Repairs,£184.90,,,Pre-owned,kormasteveo (553) 100%
MICROSOFT LAPTOP UNTESTED NO CHARGER,£80.00,,,Pre-owned,"vich9476 (1,367) 95.5%"
LENOVO T430s CORE I5 WINDOWS 11 LAPTOP 8GB RAM 500GB HDD WEBCAM ROBUST/CHEAPEST!,£99.99to£179.99,,,Parts only,"at_solutions (1,664) 95.9%"
New listinghp pavilion 15 laptop Intel i5-6200U 8GB DRAM 256GB SSD DVD Burner,£149.00,,,Parts only,chedworth_dave (191) 100%
laptops joblot,£65.00,,,Pre-owned,avxha0 (226) 100%
CHEAP LENOVO N23 CHROMEBOOK LAPTOP 4GB RAM 16GB SSD WEBCAM WATERPROOF,£199.99,,,Pre-owned,"esystems2020 (94,623) 95.5%"
Lenovo Thinkpad X270 - FAST i5-6200U CPU - 8GB DDR4 RAM - 256GB SSD - WINDOWS 10,£219.99to£534.99,,,Pre-owned,paralonrefurb (133) 100%
"DELL Dual Core Desktop Tower 1TB, 8Gb Memory, Windows 10, WIFI",£4.00,,,Pre-owned,"giga-refurb (8,361) 98.4%"
"Dell XPS 13 9310 2-in-1 Intel Core i5-1135G7 8GB DDR4 256GB SSD 13.0"" Win 11 Pro",£0.99,,,Pre-owned,"giga-refurb (8,361) 98.4%"
"HP 250 G7 15.6"" Core i7-8565U 1.80GHz 16GB Ram 512GB SSD Windows 11 Pro Laptop",£139.99,,,Very Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Microsoft Surface Pro 5 Core i5 2.60GHz 8GB Ram 128GB SSD Windows 11 Tablet,£269.00,,,Excellent - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Lenovo ThinkPad T15g 4K Xeon W-10885M 64GB 1TB SSD NVIDIA GeForce 2080 Laptop,£289.00,,,Brand New,"newandusedlaptops4u (77,263) 99.6%"
Windows 10 Laptop Dell Latitude 7390 Core i5-8350U 16GB Ram 256GB SSD Webcam,£369.00,,,Brand New,"venoscorp (19,926) 98.4%"
"DELL 3190 WINDOWS 11 LAPTOP INTEL CELERON QUAD CORE 64GB SSD 11.6"" HD WEBCAM",£114.99,,,Very Good - Refurbished,comps4less (721) 98.1%
Lenovo ThinkPad T495 AMD Ryzen 7 3700U 16GB 256GB SSD FHD Radeon Vega 10 Laptop,£3.95,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
"New listingLenovo ThinkPad X1 Yoga Gen 6, 14"" Tablet/Laptop, i7-1185G7 3.00GHz, 32GB, 512GB",£130.00,,,Very Good - Refurbished,"tier1-auctions (8,469) 98.8%"
DELL 5300 LAPTOP i5 8365U | 16GB | 512GB M.2 SATA | WEBCAM | HD | WINDOWS 11,£8.00,,,Good - Refurbished,"vulu (16,590) 99.4%"
Dell Latitude 5414 Rugged Toucscreen i7 6th Gen 2.81Ghz 8GB RAM 256GB Toughbook,£19.99,,,Very Good - Refurbished,"system_exe (22,785) 99.3%"
"New listingMicrosoft Surface Pro X 13"" Black 128GB, 8GB RAM SQ1 3.0GHz Windows  - Cracked",£95.00,,,Very Good - Refurbished,"yellowape (5,204) 98.8%"
"New listingLaptop Acer Aspire E5-571 i3, 12 GB Ram, 256 GB SSD, W 11 Pro",£25.00,,,Pre-owned,ioanosim-0 (92) 100%
"New listingLovely Retro Samsung x65S XP Laptop,Intel Duo 2.4Ghz,3GB RAM, 250GB HDD, GeForce",£51.00,,,Excellent - Refurbished,"conure_consoles (2,421) 99.6%"
New listingDAMAGED ASUS ROG Zephyrus G14 GA401IU-HA032T Ryzen 7 16gb ram (51538),£58.89,,,Pre-owned,"pc-laptop-spares (40,760) 100%"
Acer Nitro 5 Gaming Laptop AN515-58 Black #nb,£85.00,,,Pre-owned,acer_store_uk (160) 100%
"Lenovo ThinkPad X13 Gen 1 Laptop 13.3"" Touch i5-10310U 8GB RAM 256GB Win 11 1Y W",£59.99,,,Pre-owned,"techsel1 (2,783) 99.9%"
"CHEAP Dell Windows 10 Laptop 14.1"" i5 1st to 6th Gen up to 16GB 240GB Blue Pink",£499.99,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
Portable 10.1'' Laptop Computer Quad Core Android 12.0 Netbook 2G RAM+64GB ROM,$20.00,,,Parts only,"nbddirectuk (1,889) 99.7%"
Dell Latitude 7400 2in1 Laptop i7 16GB RAM 512GB TouchScreen 14 FHD 360 Grade B,$20.00,,,Brand new,"bannaltd (3,032) 100%"
Dell Precision 5540 FHD i7-9750H 2.60GHz 32GB 512GB SSD Windows 11 Pro Laptop,£269.99,,,Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Lenovo X380 Laptop Win 11 Touch Screen 1TB SSD 8GB Ram i5 8Th Gen WIN 11,£199.99,,,Excellent - Refurbished,"birmingham-av (11,761) 98.8%"
New listinghp laptop 15.6 inch i3 7th generation,£869.99,,,Brand new,janbo4062 (53) 100%
New listinghp pavilion beats audio,£204.95,,,Pre-owned,chazn-74 (94) 100%
"DELL VOSTRO 3558 LAPTOP | 15.5"" | I3-5005U | 8GB | 240GBSSD | Win 10 | Excellent",£79.99,,,Good - Refurbished,"bioteknikseltd (5,910) 99.8%"
Lenovo ThinkPad T480 Core i5-8250U 16Gb RAM 512GB SSD FHD Windows 11 Laptop,£259.99,,,Good - Refurbished,"pcrenewed (1,555) 99.8%"
Cheap Fast Windows 10 Laptop Intel Core i3 - i5 - i7 8GB Ram 250GB SSD WIFI Lot,£280.00,,,Pre-owned,"the-technology-warehouse (13,127) 99.6%"
Sony Vaio (VGN-TZ31WN/B) Laptop,£184.99,,,Parts only,dk1350 (871) 100%
HP Smart Fast Laptop AMD Pro A10-8700B 8GB 128GB SSD Full HD Screen,£289.00,,,Pre-owned,"2002cfu (5,719) 100%"
"Dell Vostro 14 5410 Core i5 11300H 3.1GHz 8GB RAM 256GB 14.1"" FHD Screen 264",£109.99,,,Very Good - Refurbished,smarttechhub-store (94) 100%
Lenovo ThinkPad X13 Gen 1 Core i7-10510U 32GB Ram 512GB FHD Windows 11 Laptop,£70.00,,,Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Dell Latitude 7390 Core i5-8350U 8GB Ram 256GB SSD FHD Windows 11 Pro Laptop,£52.00,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
"Dell Latitude 7280 - 12.5"" Core i5 Laptop ( No Motherboard Inside )",£14.99,,,Pre-owned,m.atraders (186) 100%
"New listingSamsung Galaxy Book3 Pro 360 5G 16"" AMOLED i5-1340P 256GB - Read Description.","£1,150.00",,,Pre-owned,"yellowape (5,204) 98.8%"
Cheap Fast Laptop Windows 10 / 11 8GB RAM 120GB SSD WIFI CORE I5/I3,£259.99,,,Very Good - Refurbished,"ri-services (31,546) 95.3%"
"HP 14-ep0524sa 14"" Laptop Intel Core i5 13th Gen 8GB RAM 512GB SSD Silver #A",£149.99to£309.99,,,Very Good - Refurbished,"tekshop (29,715) 99.5%"
Panasonic Rugged Laptop Toughbook CF-C2 MK2 Core i5 4th Gen 128GB 8GB RAM Win 10,£134.10,,,Parts only,astralis-tech (81) 100%
HP 17-cn0104na Laptop Intel Pentium N5030 4GB 128GB SSD 17.3 in Full HD Win 11 S,£279.00,,,Parts only,"laptopoutletdirect (114,724) 98.7%"
Laptops Job lot Bundle X 10 Untested Faulty Spares Repairs Toshiba Dell Acer,£399.99,,,Good - Refurbished,"chewbarker20 (1,346) 99.7%"
"Fast HP Probook 450 G3 Laptop 15.6"" Quad Core I5-6200 256Gb 8Gb HDMI Win 11 Pro",£219.99to£299.99,,,Opened – never used,"thepcseller (23,093) 100%"
HP ZBook Firefly 14 G10 Laptop i7-1355U 1TB SSD RTX A500 Graphic! USE CODE £619,£90.00,,,Pre-owned,"myelectroworld (2,532) 99%"
Lenovo ThinkPad T14 Gen 3 AMD Ryzen 5 Pro 16GB Ram 512GB FHD Touchscreen Laptop,£0.99,,,Brand new,"newandusedlaptops4u (77,263) 99.6%"
New listingiStyle Laptop 15.6 inch Silver 16GB,£99.99,,,Pre-owned,loulou48-9594 (733) 100%
"New listingLENOVO IdeaPad Flex 5 14"" 2 in 1 Chromebook Plus - Intel® Core™ i3, 256GB SSD",£199.99to£359.99,,,Pre-owned,top-seller-2015 (207) 100%
Super Fast Kali Linux Laptop 16GB RAM 1TB M.2 SSD Intel Core i5 Webcam Wi-Fi,£89.99to£99.99,,,Opened – never used,"esystems2020 (94,623) 95.5%"
"Rugged Panasonic CF-52 MK3 Toughbook 15.4"" Laptop Core i5 UpTo 8Gb RAM 500GB SSD",£220.00,,,Very Good - Refurbished,"laptopsonlinedirect (7,409) 100%"
New listingHP EliteBook 840 G7 Intel  i5 10th gen  16 GB DDR4 RAM 256GB NVMe Windows 11 PRO,£69.99,,,Pre-owned,itsalesuk2010 (524) 100%
HP 14s-dq0034na Laptop with Microsoft 365 Personal 1 Year Subscription included,£189.99,,,Brand new,laurentianghelin0 (174) 99%
"Panasonic Toughbook CF33 Core i5 7300U 2.70GHz 8GB 256GB 12.1"" CF-33 2in1 STA",£399.99,,,Pre-owned,"rectech_notebooks (12,405) 99.7%"
Dell Latitude 5420 i5-1145G7 up to 64GB Ram up to 2TB SSD FHD Windows 11 Laptop,£174.99,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
RM LAPTOP Cy25 Mobile Computer Model CY 25   Intel Pentium Processor,£24.99,,,Pre-owned,"fonesolutions_com (1,822) 100%"
RAPID Lenovo ThinkPad X220 Intel i5 2.5ghz 8GB RAM 128GB SSD Win 10 Tested,£109.99,,,Brand new,steja12 (388) 100%
Lenovo L390 Yoga Laptop i5-8265U 1.6GHZ 8GB 256GB SSD Touchscreen WIN 11 Office.,£89.99to£169.99,,,Pre-owned,"manda*h (2,810) 99.7%"
"New listingHp 255 G9 Laptop 15.6"" Fhd Ips Ryzen 3 5425U 8Gb 256Gb Ssd Usb-C NEXT DAY DELVRY",£399.99,,,Very Good - Refurbished,iril-29 (836) 100%
"Samsung NP-NC10 10.2"" Atom N270 1.6GHz 1GB 160GB HDD Windows XP Netbook",£99.99,,,Parts only,domfalz-8 (25) 94.1%
New listingFast Acer Swift Laptop Intel Quad Core 14 FHD 128GB SSD Win11 Cheap Computer,£269.99,,,Pre-owned,"noble_cruncher_shop (1,955) 99.2%"
Dell XPS 13 9315 Laptop i7-1250U 16GB RAM 512GB SSD Windows 11 Pro,£59.99,,,Pre-owned,"mobstars (22,558) 98.9%"
"LENOVO IdeaPad 3i 15.6"" Laptop - Intel Core i5, 256GB SSD - REFURB-C",£77.00,,,Brand new,"currys_clearance (75,441) 97.8%"
New listinghp pavilion Laptop,£689.99,,,Parts only,"kingofkeyboards (2,303) 100%"
"New listingLenovo Ideapad 510 laptop, 15.6 in, Intel Core i7, 8GB RAM, 1TB HDD",£599.99,,,Very Good - Refurbished,sergey7489 (642) 100%
New listingAcer Aspire 3 15.6in Ryzwn 5 8GB 256GB Laptop- Silver,£100.00,,,Brand new,gmahiques1 (811) 100%
Lenovo Thinkpad Tablet 2 Intel Atom Z2760 (1.8Ghz) 2GB 64GB SSD,£396.00,,,Good - Refurbished,boost84_3 (459) 100%
HP 840 Elitebook G5 i5/i7 8GB/16GB 256GB/512GB / Win 10,£115.00to£326.00,,,Parts only,dhl_revive (128) 99.2%
New listinglaptop windows 11,£159.99to£249.99,,,Pre-owned,ismabdur0 (23) 100%
Acer laptop intel i3 2.5GHz 256GB SSD & 320HD 8GB Ram 15.6 Screen Windows 11,£225.00,,,Parts only,"laptop-top-deals (8,120) 99.3%"
New listingHP 250 G5 Notebook Laptop | i5-6200U | 8GB | 256GB SSD - collection only,£135.00,,,Parts only,weblinksoft (214) 98.8%
"Acer Aspire 3 A315-58 Laptop 15.6"" FHD Intel Core i7 8GB RAM 1TB SSD Silver W/11",£299.95,,,Pre-owned,"brandrange (17,061) 99.9%"
"New listingHP ProBook 450 G3, 15.6"" , Intel core i3-6100U, 8GB Ram, 256GB SSD Win10 PRO",£279.99to£564.99,,,Pre-owned,lukereber (12) 100%
"New listingASUS Transformer Book T100HAN 10.1"" 64GB, Intel Atom x5 - Windows 10, White",£39.99,,,Pre-owned,igor_topolski (147) 100%
"New listingDell Latitude 7300, i5-8265U, 8GB RAM, 256GB SSD",£79.99,,,Pre-owned,"mco_yabe (6,619) 98.8%"
New listingDell Latitude 5430 14’’ Laptop Core i7-1265U 16GB RAM 256GB SSD Warranty 10/2025,£129.95,,,Opened – never used,"clinchit (6,341) 99.6%"
"Twelve South HiRise 3 Deluxe MagSafe Stand iPhone Air Pods, Apple Watch Refurb",£349.99,,,Pre-owned,"itstor (137,923) 99.3%"
HP EliteBook 820 G3 12.6  Core i5-7300U 8GB RAM 256GB SSD Window 11,£12.50,,,Pre-owned,ismaiismai_90 (31) 100%
Lenovo Thinkpad T430 laptop 8GB 480Gb SSD Webcam DVD CD Windows 11 Pink Purple,£159.00,,,Pre-owned,"techyteam (48,406) 99.5%"
"New listingLenovo IdeaPad 5 15.6"" Laptop AMD Ryzen 5 8GB RAM 256GB SSD Windows 11 Teal NEW",£584.99,,,Pre-owned,nsol9038 (872) 98.7%
PANASONIC TOUGHBOOK CF-D1 MK3 CORE i5-6300U 2.40GHZ 16GB 512SSD Drive Grade.(A),£247.43,,,Excellent - Refurbished,"ont-626 (1,349) 99%"
Dell Latitude E5290 Core i5-8250U 16GB Ram 256GB  Windows 11 Laptop Webcam Hdmi,£25.00,,,Pre-owned,"venoscorp (19,926) 98.4%"
Dell Latitude 9510 Core i7 10710u 1.6Ghz 16gb Memory 250gb SSD 15.6In FHD Screen,£50.00,,,Excellent - Refurbished,"laptopstorebrighouse (3,822) 99.6%"
Dell Latitude E5290 Core i5-8250U 16GB Ram 256GB  Windows 11 Laptop Webcam Hdmi,£45.00,,,Brand new,"venoscorp (19,926) 98.4%"
Dell Latitude 9510 Core i7 10710u 1.6Ghz 16gb Memory 250gb SSD 15.6In FHD Screen,£22.00,,,Pre-owned,"laptopstorebrighouse (3,822) 99.6%"
"Dell Latitude 5470/7470 Core i5-6200U 8GB Ram 256GB SSD Windows 10  Laptop 14""",£145.00,,,Good - Refurbished,"venoscorp (19,926) 98.4%"
"Laptop Dell Latitude E5470 14"" i5-6200U 2.30GHz 8Gb 256Gb SSD Windows 10 Pro",£90.00,,,Excellent - Refurbished,ben-25717 (74) 95.5%
Dell Latitude 7490 Core i7 8th 8650u 16gb Mem 500gb SSD 14.2In FHD  (5390),£139.99,,,Brand New,"laptopstorebrighouse (3,822) 99.6%"
New listingDell Latitude 7370 Core M5-6Y57 8GB Ram 256GB SSD FHD Warranty Laptop,£80.00,,,Brand New,"newandusedlaptops4u (77,263) 99.6%"
Dell Latitude 5420 i7-1185G7 up to 64GB Ram up to 2TB SSD FHD Windows 11 Laptop,£349.95,,,Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
"Cheap Lenovo ThinkPad X280 Core i5-8250U 8GB RAM 128GB SSD 12.5"" Laptop",£65.00,,,Excellent - Refurbished,"pcrenewed (1,555) 99.8%"
New listingLenovo Thinkpad L390 Laptop i5-8265U 1.6GHZ 8GB RAM 256GB SSD Windows 11 Office,£20.00,,,Very Good - Refurbished,"manda*h (2,810) 99.7%"
New listingLenovo Thinkpad X1 Yoga  Notebook Intel Core i7-6600U 16GB Damaged Case(B4R3)W21,£50.00,,,Pre-owned,"blinx_fashion (10,928) 99.8%"
"Cyber Monday Special !! Dell Chromebook 13"" Intel Core i3-5005U 4GB RAM 16GB SSD",£25.00,,,Excellent - Refurbished,"macnplease (3,308) 97.3%"
"New listingLenovo ThinkPad X230  12.5"" i5 2.6GHZ 2GB RAM  BIOS BOOT LAPTOP,SL19",£279.00,,,Very Good - Refurbished,"comm-2648 (9,691) 99.8%"
New listingLenovo ideapad 5 - Used Good Condition,£14.99,,,Very Good - Refurbished,airman12345 (180) 100%
CHEAP Panasonic Toughpad FZ-G1 MK4 i5 4GB 128GB SSD GPS 4G Rugged TABLT WIN 10,£90.00,,,Pre-owned,"kundracomputers (16,628) 99.4%"
New listingLenovo ThinkBook 15 G2 AMD Ryzen 5 4500U 16GB Ram 256GB SSD FHD Radeon Laptop,£114.93to£206.63,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
Acer Aspire 3 Spin Laptop A3SP14-31PT Silver #nb,£349.99,,,Parts only,acer_store_uk (160) 100%
"Lenovo ThinkPad X280 Intel i5 8250 8GB RAM 1TB SSD FHD Windows 10 Laptop 12.5""",£220.00,,,Pre-owned,"venoscorp (19,926) 98.4%"
"New listingDell Inspiron Laptop 1545 - Intel Celeron 4GB RAM, 15.6"" Display Windows 10 Home",£189.99,,,Pre-owned,hail678 (313) 100%
Dell Latitude 7440 Core i5 13th 1345u 32gb 500gb SSD 14.4In FHD Touch 8H62CY3,£345.00,,,Pre-owned,"laptopstorebrighouse (3,822) 99.6%"
New listingHP Chromebook 14A G5 Intel 4GB RAM LAPTOP,$20.00,,,Pre-owned,nekont-72 (32) 96.7%
Windows 7 pro Laptop Office Ready 250GB HDD 2GB Ram Wifi,$20.00,,,Good - Refurbished,its.bargain (187) 100%
"Acer Chromebook 12"" Spin 512 R851TN-P4VW 2in1 8GB-64GB Black A Grade Warranty",£189.99,,,Brand new,"cosmac (14,215) 98.9%"
"New listingHP Elitebook 745 G4 AMD Pro A10 8730B 2.4GHz 8GB RAM 128GB SSD 14.1"" Full HD 311",£345.00,,,Good - Refurbished,"rectech_notebooks (12,405) 99.7%"
"Dell Latitude 3190 - Intel Celeron Quad, 4GB RAM, 64GB eMMC, W11 Pro Education",£189.99,,,Pre-owned,"cpr-refurbishers (1,862) 100%"
"New listingLaptop(635) HP 250 G4 i5, 8 GB Ram, 256 GB SSD, W 11 Pro",£104.99,,,Excellent - Refurbished,ioanosim-0 (92) 100%
Fast Cheap Gaming Laptop Intel i7 3.20 GHz 500GB SSD Win11 Pro 16GB RAM Computer,£250.00,,,Pre-owned,"noble_cruncher_shop (1,955) 99.2%"
"Acer Chromebook C720P 11.6"" HD Cheap Laptop Celeron 2995U 2GB 16GB SSD Good",£119.99,,,Pre-owned,"innofinity-worldwide (131,441) 98.4%"
"Dell Latitude 5590 CORE i5-8350U 1.7GHz 16GB 256GB SSD 15.6"" WINDOWS-11",£349.99to£634.99,,,Very Good - Refurbished,"pcbitzuk (98,617) 98.5%"
Lenovo ThinkPad P51 Laptop - Intel Xeon  - 32GB RAM - 480GB SSD - NVIDIA Quadro,£79.99,,,Pre-owned,it-midlands-repair (14) 100%
Lenovo ThinkPad X13 Yoga Gen 3 Core i5-1245U 8GB 512GB FHD+ Windows 11 Laptop,£139.95,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
HP EliteBook 830 G6 Laptop Intel Core i5 8350U 16GB RAM 512GB SSD Win 11 Pro,£29.99,,,Pre-owned,"dr.memory (174,175) 99.7%"
Dell Latitude 3310 Windows 11 13.3 Laptop - 8GB DDR4 | 128GB SSD | WiFi AC,£68.50,,,Very Good - Refurbished,"ukcr-it-sales (4,431) 100%"
"New listingLenovo ThinkPad E580 Laptop. i5-8th Gen@1.60GHz. 8GB RAM, 256GB NVME.",£9.99,,,Pre-owned,"crt-ltd (8,881) 100%"
New listingLenovo V15-IWL 15.6 Intel i5-8265U 1.6GHz 256GB NVME Laptop,£200.00,,,Pre-owned,"big_daddy_man_2012 (1,374) 100%"
"New listingHP Laptop - 15-gw0502sa 15.6"" Laptop 128gb",£124.99,,,Pre-owned,kirus-58 (3) 100%
"SUPER FAST 15.6"" WINDOWS 11 CHEAP LAPTOP INTEL CORE i5 16GBRAM 1TBHDD SSD WEBCAM",£249.99,,,Good - Refurbished,"gadgetsxpress7 (4,510) 99.5%"
HP Stream x360 11 11-p010na 32gb EMMC Fast 2gb Ram Windows 10 Home Office 2007,£349.99,,,Excellent - Refurbished,cheaptech_07 (299) 98.6%
"Lenovo Thinkpad  laptop 15.6 "" Cheap Core i5 i7 up to 11th Gen 16GB 480GB SSD",£159.95to£199.95,,,Good - Refurbished,"compuclear (20,346) 99.1%"
Dell Vostro 14 5481 Core i5-8265U 8GB Ram 256GB SSD FHD Windows 11 Pro Laptop,£34.99,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
"New listingHP 250 G8 15.6"" FHD Core i5-1135G7 16GB Ram 512GB SSD Windows 11 Pro Laptop",£695.00,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
New listingDell Latitude 5430 14’’ Laptop Core i7-1265U 16GB RAM 256GB SSD Warranty 12/2025,£15.00,,,Pre-owned,"clinchit (6,341) 99.6%"
"New listingLenovo IP Slim 3 Chrome 14M868 14"" (128GB eMMC, MediaTek Kompanio 520 SALE !",£99.99,,,Good - Refurbished,top-seller-2015 (207) 100%
New 2024 Lenovo V15 Gen 4 AMD Athlon Silver 7120U 8GB RAM 256GB SSD FHD Win 11,£89.00,,,Pre-owned,"meshshop (4,278) 100%"
Getac S410 Rugged Toughbook Top Of Range  Laptop I7  Up to 16 Gb 2 Tb Ssd Win 11,£74.99,,,Very Good - Refurbished,"toughbook-outlet (12,160) 99.8%"
"SGIN 17.3"" FHD Laptop Notebook Intel Celeron Up to 2.6 GHz 256GB ROM 8GB RAM",£49.99,,,Very Good - Refurbished,us0002x96 (197) 99%
Lenovo IdeaPad Slim 3i 15.6'' Intel Core i3 8GB 128GB eMMC Laptop - Blue  A,£80.00,,,Very Good - Refurbished,"cheapest_electrical (318,919) 99.7%"
"Hp EliteBook X360 1040 G8, i7 1185G7, 32GB RAM, 512GB SSD ,14"" TOUCHSCREEN",£177.00to£179.00,,,Pre-owned,"stefa-merea (1,006) 99.1%"
New listing3 x JobLot of Lenovo T440 14' Laptop Intel Core i5 4GB RAM  Parts/Display Issues,£34.82,,,Brand new,laptop_deals-used (514) 100%
